"Date","34 m","40 m","47 m","56 m","66 m","78 m","92 m","110 m"
1999-07-09,7.38,7.32,6.58,5.77,5.38,5.24,4.98,5.29
1999-07-10,7.43,7.39,6.58,5.75,5.32,5.19,4.96,5.29
1999-07-11,7.58,7.39,6.6,5.71,5.25,5.15,4.95,5.31
1999-07-12,7.64,7.51,6.67,5.74,5.24,5.12,4.94,5.36
1999-07-13,7.75,7.55,6.69,5.74,5.2,5.03,4.9,5.44
1999-07-14,7.9,7.55,6.76,5.75,5.18,4.97,4.9,5.53
1999-07-15,7.82,7.57,6.83,5.77,5.17,4.92,4.93,5.63
1999-07-16,7.76,7.61,6.85,5.78,5.16,4.88,4.98,5.72
1999-07-17,7.69,7.66,6.85,5.79,5.17,4.89,5.03,5.75
1999-07-18,7.5,7.75,6.79,5.82,5.2,4.92,5.09,5.75
1999-07-19,7.45,7.78,6.68,5.81,5.22,4.95,5.14,5.76
1999-07-20,7.43,7.78,6.58,5.81,5.24,5.01,5.19,5.72
1999-07-21,7.44,7.78,6.48,5.83,5.28,5.06,5.22,5.72
1999-07-22,7.57,7.77,6.45,5.84,5.33,5.13,5.25,5.72
1999-07-23,7.58,7.82,6.45,5.87,5.38,5.17,5.26,5.72
1999-07-24,7.65,7.88,6.44,5.9,5.43,5.21,5.27,5.69
1999-07-25,7.76,7.88,6.44,5.9,5.48,5.23,5.27,5.69
1999-07-26,7.87,7.92,6.45,5.9,5.51,5.23,5.28,5.72
1999-07-27,8.01,7.95,6.5,5.89,5.54,5.24,5.29,5.76
1999-07-28,8.04,7.98,6.51,5.86,5.55,5.22,5.3,5.81
1999-07-29,8.12,8.02,6.53,5.84,5.55,5.25,5.35,5.86
1999-07-30,8.19,8.03,6.54,5.8,5.54,5.28,5.42,5.95
1999-07-31,8.17,8.07,6.56,5.77,5.52,5.31,5.49,6.04
1999-08-01,8.18,8.1,6.56,5.76,5.5,5.35,5.56,6.12
1999-08-02,8.21,8.12,6.6,5.73,5.48,5.4,5.63,6.13
1999-08-03,8.11,8.12,6.53,5.71,5.46,5.44,5.7,6.17
1999-08-04,8.33,8.05,6.5,5.67,5.43,5.47,5.74,6.2
1999-08-05,8.42,8.07,6.52,5.66,5.42,5.46,5.75,6.23
1999-08-06,8.58,8.1,6.6,5.66,5.41,5.43,5.73,6.28
1999-08-07,8.59,8.16,6.7,5.67,5.4,5.39,5.73,6.33
1999-08-08,8.54,8.24,6.7,5.7,5.39,5.36,5.73,6.34
1999-08-09,8.64,8.27,6.7,5.72,5.38,5.33,5.71,6.3
1999-08-10,8.5,8.39,6.77,5.77,5.4,5.32,5.7,6.21
1999-08-11,8.48,8.4,6.62,5.79,5.4,5.32,5.7,6.12
1999-08-12,8.71,8.27,6.56,5.79,5.42,5.32,5.7,6.13
1999-08-13,8.9,8.3,6.71,5.83,5.46,5.3,5.71,6.23
1999-08-14,8.96,8.46,6.92,5.92,5.51,5.29,5.73,6.33
1999-08-15,8.92,8.58,7.1,5.99,5.56,5.29,5.73,6.33
1999-08-16,8.89,8.68,7.11,6.05,5.59,5.31,5.73,6.29
1999-08-17,8.76,8.72,7.06,6.1,5.62,5.35,5.75,6.2
1999-08-18,9.04,8.68,7.04,6.13,5.68,5.42,5.74,6.12
1999-08-19,9.17,8.75,7.15,6.22,5.76,5.48,5.76,6.08
1999-08-20,9.06,8.84,7.18,6.3,5.81,5.52,5.78,6.07
1999-08-21,9.25,8.82,7.14,6.32,5.85,5.55,5.78,6.09
1999-08-22,9.28,8.84,7.2,6.36,5.89,5.59,5.8,6.11
1999-08-23,9.23,8.89,7.23,6.4,5.92,5.62,5.82,6.13
1999-08-24,9.23,8.91,7.21,6.41,5.95,5.66,5.83,6.13
1999-08-25,9.28,8.89,7.16,6.43,5.98,5.71,5.86,6.12
1999-08-26,9.41,8.91,7.18,6.45,6.02,5.77,5.9,6.12
1999-08-27,9.51,8.9,7.17,6.47,6.05,5.8,5.94,6.17
1999-08-28,9.66,8.89,7.28,6.46,6.06,5.81,5.97,6.22
1999-08-29,9.62,9.01,7.39,6.48,6.06,5.82,6.02,6.27
1999-08-30,9.59,9.1,7.38,6.5,6.05,5.83,6.06,6.32
1999-08-31,9.77,9.02,7.23,6.47,6.02,5.83,6.11,6.42
1999-09-01,10.05,8.98,7.28,6.5,6.03,5.81,6.14,6.55
1999-09-02,10.08,8.99,7.63,6.51,6.05,5.8,6.19,6.71
1999-09-03,9.85,9.18,7.83,6.57,6.04,5.79,6.25,6.81
1999-09-04,9.76,9.33,7.81,6.58,6.03,5.77,6.29,6.83
1999-09-05,9.95,9.29,7.77,6.53,6.03,5.76,6.31,6.81
1999-09-06,9.83,9.41,7.78,6.57,6.07,5.77,6.35,6.78
1999-09-07,9.91,9.48,7.74,6.58,6.11,5.8,6.35,6.74
1999-09-08,10.06,9.57,7.66,6.59,6.13,5.82,6.36,6.71
1999-09-09,10.19,9.62,7.62,6.64,6.15,5.85,6.36,6.66
1999-09-10,10.61,9.55,7.73,6.56,6.18,5.87,6.37,6.67
1999-09-11,10.76,9.76,7.81,6.62,6.18,5.88,6.4,6.73
1999-09-12,11.12,9.84,8.05,6.59,6.18,5.9,6.39,6.77
1999-09-13,11.17,9.93,8.02,6.5,6.1,5.91,6.44,6.84
1999-09-14,11.41,9.89,7.96,6.46,6.02,5.91,6.45,6.94
1999-09-15,11.55,9.77,8.12,6.37,5.93,5.91,6.46,7.01
1999-09-16,11.44,9.79,8.36,6.33,5.81,5.91,6.5,7.04
1999-09-17,11.35,9.88,8.51,6.31,5.7,5.9,6.5,7.02
1999-09-18,11.45,9.87,8.82,6.3,5.68,5.99,6.44,6.92
1999-09-19,10.5,10.18,8.94,6.38,5.73,6.16,6.48,6.77
1999-09-20,10.92,10.14,8.5,6.17,5.69,6.28,6.46,6.69
1999-09-21,11.26,10.15,8.62,6.25,5.79,6.38,6.51,6.66
1999-09-22,11.37,10.25,8.75,6.35,5.87,6.39,6.53,6.71
1999-09-23,11.53,10.14,8.8,6.34,5.92,6.42,6.53,6.75
1999-09-24,10.95,9.91,9,6.45,5.97,6.59,6.56,6.75
1999-09-25,11.21,10.28,8.73,6.52,6.04,6.66,6.6,6.77
1999-09-26,11.45,10.23,8.76,6.49,6.09,6.76,6.63,6.77
1999-09-27,11.72,10.47,8.75,6.68,6.15,6.75,6.65,6.81
1999-09-28,11.85,10.27,8.99,6.64,6.21,6.76,6.66,6.82
1999-09-29,11.4,10.09,9.26,6.65,6.21,6.76,6.68,6.86
1999-09-30,11.25,10.28,9.32,6.79,6.22,6.73,6.68,6.87
1999-10-01,11.39,10.06,9.25,6.67,6.17,6.79,6.69,6.83
1999-10-02,11.06,10.17,9.16,6.75,6.16,6.84,6.7,6.81
1999-10-03,11.23,10.38,8.89,6.71,6.12,6.82,6.72,6.8
1999-10-04,11.43,10.49,8.76,6.67,6.04,6.77,6.73,6.82
1999-10-05,11.56,10.65,8.7,6.67,5.98,6.68,6.75,6.84
1999-10-06,11.7,10.71,8.58,6.59,5.89,6.58,6.77,6.88
1999-10-07,11.87,10.68,8.75,6.51,5.83,6.51,6.78,6.89
1999-10-08,11.76,10.89,8.81,6.55,5.8,6.46,6.8,6.92
1999-10-09,12.07,10.8,8.83,6.47,5.76,6.41,6.79,6.95
1999-10-10,11.58,10.73,9.03,6.49,5.7,6.38,6.79,6.95
1999-10-11,11.68,10.92,8.75,6.53,5.67,6.34,6.8,6.95
1999-10-12,11.69,10.94,8.85,6.43,5.61,6.31,6.78,6.93
1999-10-13,11.77,11.01,8.76,6.44,5.59,6.29,6.8,6.93
1999-10-14,12.11,11.07,8.84,6.51,5.61,6.29,6.79,6.97
1999-10-15,12.26,11.11,9.3,6.55,5.67,6.35,6.8,6.95
1999-10-16,11.39,11.57,8.55,6.72,5.67,6.34,6.86,6.92
1999-10-17,12.37,11.31,8.31,6.47,5.7,6.33,6.82,6.93
1999-10-18,12.61,11.29,8.97,6.55,5.79,6.36,6.86,6.96
1999-10-19,12.55,11.5,9.35,6.73,5.81,6.36,6.89,7.06
1999-10-20,12.47,11.56,9.19,6.84,5.91,6.38,6.9,7.14
1999-10-21,11.86,11.12,9.27,6.73,5.85,6.35,6.89,7.22
1999-10-22,11.43,11.33,9,6.79,5.86,6.33,6.89,7.28
1999-10-23,11.57,11.25,8.97,6.64,5.86,6.37,6.84,7.28
1999-10-24,11.08,11,8.95,6.65,5.83,6.4,6.82,7.24
1999-10-25,10.54,11.4,8.57,6.91,5.83,6.4,6.79,7.09
1999-10-26,11.03,11.62,8.12,6.71,5.69,6.3,6.77,7.02
1999-10-27,11.57,11.46,8.13,6.84,5.63,6.18,6.78,7.01
1999-10-28,11.83,11.34,8.2,6.93,5.68,6.13,6.84,7.04
1999-10-29,12.3,11.26,8.74,6.62,5.77,6.12,6.82,7.09
1999-10-30,12.32,11.67,9.12,6.84,5.83,6.17,6.94,7.18
1999-10-31,12.23,11.82,9.16,6.99,5.93,6.2,6.93,7.31
1999-11-01,12.07,11.94,9.9,7.06,5.95,6.19,6.89,7.25
1999-11-02,11.7,12,9.5,7.54,6.04,6.2,6.91,7.2
1999-11-03,11.68,11.95,9.29,7.22,6.06,6.21,6.76,7.09
1999-11-04,11.73,12.02,9.49,7.54,6.15,6.28,6.77,7.02
1999-11-05,11.8,12.06,10.02,7.99,6.4,6.39,6.78,7
1999-11-06,11.59,12,9.69,7.85,6.41,6.48,6.83,7.02
1999-11-07,11.49,11.87,9.47,8.25,6.54,6.57,6.84,7.03
1999-11-08,11.5,11.78,9.5,8.05,6.67,6.66,6.89,7.05
1999-11-09,11.38,11.65,9.91,8.18,6.83,6.75,6.96,7.11
1999-11-10,11.32,11.57,10.12,8.29,7.04,6.85,7.01,7.19
1999-11-11,11.31,11.57,10.09,8.19,7.08,6.89,7.05,7.25
1999-11-12,11.11,11.36,10.11,8.25,7.16,6.97,7.07,7.29
1999-11-13,11,11.21,10.19,8.49,7.28,7.04,7.09,7.34
1999-11-14,11.02,11.17,10.28,8.55,7.42,7.15,7.11,7.42
1999-11-15,11.16,11.19,10.44,8.55,7.57,7.33,7.14,7.48
1999-11-16,11.33,11.24,10.71,8.82,7.82,7.57,7.18,7.46
1999-11-17,11.31,11.24,10.88,9.08,7.95,7.76,7.2,7.36
1999-11-18,11.1,11.09,10.84,9.25,7.93,7.91,7.2,7.24
1999-11-19,10.92,10.89,10.67,9.4,7.94,7.92,7.21,7.21
1999-11-20,10.85,10.83,10.48,9.17,7.88,7.87,7.24,7.21
1999-11-21,10.8,10.81,10.48,9.1,7.85,7.72,7.22,7.21
1999-11-22,10.75,10.79,10.47,9.13,7.81,7.51,7.19,7.2
1999-11-23,10.7,10.77,10.35,9,7.73,7.36,7.17,7.18
1999-11-24,10.64,10.75,10.33,8.94,7.71,7.27,7.16,7.16
1999-11-25,10.6,10.71,10.3,8.89,7.79,7.32,7.17,7.15
1999-11-26,10.54,10.68,10.35,9.01,7.86,7.37,7.2,7.15
1999-11-27,10.52,10.65,10.26,9.01,7.91,7.44,7.24,7.17
1999-11-28,10.52,10.65,10.23,8.96,7.98,7.63,7.3,7.21
1999-11-29,10.33,10.5,10.24,9.12,8.04,7.69,7.35,7.27
1999-11-30,10.24,10.41,10.16,9.23,8.11,7.76,7.41,7.32
1999-12-01,10.26,10.35,9.95,8.94,8.04,7.75,7.43,7.33
1999-12-02,10.16,10.17,9.78,8.57,7.98,7.72,7.4,7.26
1999-12-03,9.79,9.87,9.76,8.76,8.06,7.77,7.38,7.25
1999-12-04,9.58,9.9,9.49,8.8,8,7.73,7.43,7.29
1999-12-05,9.73,9.98,9.15,8.53,7.9,7.63,7.45,7.36
1999-12-06,9.8,9.93,9.22,8.43,7.88,7.55,7.43,7.39
1999-12-07,9.6,9.81,9.35,8.62,7.86,7.43,7.4,7.39
1999-12-08,9.38,9.68,9.29,8.74,7.83,7.32,7.34,7.36
1999-12-09,9.09,9.4,8.97,8.64,7.65,7.11,7.26,7.33
1999-12-10,8.98,9.41,8.65,8.49,7.47,6.89,7.13,7.27
1999-12-11,9.02,9.42,8.54,8.32,7.31,6.7,7.04,7.2
1999-12-12,8.99,9.35,8.59,8.26,7.22,6.55,7.01,7.16
1999-12-13,9.02,9.33,8.52,8.29,7.16,6.37,6.98,7.15
1999-12-14,9.05,9.35,8.61,8.25,7.16,6.25,6.87,7.1
1999-12-15,8.8,9.22,8.68,8.35,7.24,6.14,6.84,7.06
1999-12-16,8.65,9.14,8.7,8.46,7.41,6.11,6.77,7.05
1999-12-17,8.54,8.99,8.7,8.52,7.49,6.1,6.66,7.01
1999-12-18,8.32,8.58,8.59,8.55,7.54,6.12,6.62,6.9
1999-12-19,8.09,8.27,8.33,8.42,7.52,6.13,6.6,6.81
1999-12-20,7.92,8.24,7.94,8.25,7.48,6.12,6.59,6.78
1999-12-21,8,8.35,7.8,8.22,7.51,6.12,6.57,6.78
1999-12-22,8.14,8.39,7.95,8.3,7.59,6.23,6.58,6.79
1999-12-23,7.95,8.23,7.96,8.32,7.59,6.24,6.68,6.87
1999-12-24,7.67,7.98,7.9,8.33,7.59,6.24,6.66,6.93
1999-12-25,7.47,7.85,7.91,8.38,7.65,6.25,6.64,6.96
1999-12-26,7.25,7.6,7.77,8.36,7.7,6.26,6.63,6.96
1999-12-27,7.24,7.44,7.54,8.3,7.74,6.27,6.57,6.91
1999-12-28,7.09,7.13,7.16,8.04,7.69,6.27,6.56,6.82
1999-12-29,6.86,6.92,7.07,7.86,7.64,6.26,6.55,6.75
1999-12-30,6.69,6.79,7.1,7.93,7.64,6.3,6.52,6.69
1999-12-31,6.58,6.62,6.86,7.87,7.66,6.35,6.54,6.68
2000-01-01,6.42,6.5,6.64,7.68,7.65,6.35,6.55,6.71
2000-01-02,6.34,6.44,6.59,7.7,7.68,6.37,6.56,6.72
2000-01-03,6.38,6.43,6.58,7.72,7.71,6.38,6.56,6.73
2000-01-04,6.35,6.4,6.47,7.68,7.69,6.4,6.58,6.72
2000-01-05,6.41,6.46,6.43,7.59,7.71,6.41,6.55,6.7
2000-01-06,6.27,6.36,6.26,7.43,7.65,6.42,6.61,6.68
2000-01-07,6.13,6.23,6.36,7.61,7.7,6.43,6.59,6.72
2000-01-08,6.19,6.25,6.41,7.65,7.76,6.45,6.61,6.72
2000-01-09,6.09,6.1,6.22,7.37,7.75,6.49,6.67,6.78
2000-01-10,6.03,6.05,6.24,7.4,7.77,6.53,6.69,6.81
2000-01-11,6.01,6.11,6.35,7.53,7.85,6.57,6.73,6.84
2000-01-12,6.09,6.16,6.38,7.56,7.86,6.6,6.76,6.88
2000-01-13,6.11,5.99,6.36,7.59,7.89,6.64,6.84,6.93
2000-01-14,5.89,5.76,6.26,7.36,7.83,6.66,6.9,7.02
2000-01-15,5.54,5.48,6.29,7.57,7.9,6.69,6.93,7.05
2000-01-16,5.24,5.2,6.1,7.53,7.91,6.72,6.99,7.07
2000-01-17,5.03,5.05,5.77,7.31,7.81,6.75,7.03,7.07
2000-01-18,4.95,5.06,5.68,7.59,7.86,6.74,7.05,7.09
2000-01-19,4.78,4.83,5.66,7.34,7.84,6.71,7.1,7.14
2000-01-20,4.72,4.76,5.97,7.47,7.82,6.68,7.06,7.13
2000-01-21,4.64,4.87,6.06,7.69,7.82,6.7,7.06,7.11
2000-01-22,5,5,5.56,7.31,7.83,6.75,7.07,7.1
2000-01-23,5.34,4.84,5.6,6.95,7.79,6.88,7.18,7.18
2000-01-24,5.14,4.68,5.98,6.75,7.69,7.08,7.3,7.33
2000-01-25,4.87,4.78,6.49,7.11,7.84,7.16,7.38,7.39
2000-01-26,4.71,5.01,6.23,7.34,7.89,7.2,7.41,7.38
2000-01-27,5.01,5.23,5.82,7.25,7.89,7.23,7.43,7.38
2000-01-28,5.32,5.44,5.54,7.08,7.85,7.24,7.43,7.38
2000-01-29,5.08,5.2,5.71,6.96,7.83,7.26,7.44,7.4
2000-01-30,4.86,5,5.98,7.14,7.86,7.26,7.44,7.41
2000-01-31,4.82,5.01,6.03,7.31,7.87,7.27,7.45,7.42
2000-02-01,5.03,5.18,5.75,7.2,7.84,7.28,7.47,7.45
2000-02-02,5.03,5.05,5.49,6.92,7.74,7.33,7.53,7.52
2000-02-03,4.84,4.83,5.69,7.03,7.81,7.4,7.6,7.62
2000-02-04,4.65,4.65,5.85,7.22,7.92,7.5,7.69,7.71
2000-02-05,4.55,4.59,5.81,7.26,8,7.59,7.77,7.8
2000-02-06,4.5,4.51,5.49,7.23,8,7.66,7.84,7.86
2000-02-07,4.29,4.34,5.25,7.25,8.05,7.75,7.91,7.94
2000-02-08,4.08,4.16,5.16,7.25,8.11,7.83,7.98,8.01
2000-02-09,3.87,3.96,5.4,7.32,8.15,7.87,8.05,8.06
2000-02-10,3.72,3.88,4.98,7.14,8.02,7.86,8.1,8.14
2000-02-11,3.74,3.87,5.31,6.9,7.91,7.88,8.14,8.15
2000-02-12,3.77,3.92,5.12,6.97,7.76,7.77,8.09,8.11
2000-02-13,3.62,3.85,4.69,6.72,7.63,7.76,8.11,8.09
2000-02-14,3.57,3.83,4.6,6.59,7.55,7.74,8.1,8.07
2000-02-15,3.65,3.86,4.62,6.55,7.51,7.7,8.1,8.09
2000-02-16,3.69,3.75,4.52,6.38,7.41,7.66,8.12,8.13
2000-02-17,3.61,3.75,4.79,6.58,7.42,7.71,8.17,8.2
2000-02-18,3.53,3.53,4.65,6.52,7.4,7.81,8.23,8.29
2000-02-19,3.32,3.41,4.86,6.34,7.32,7.93,8.3,8.34
2000-02-20,3.32,3.5,4.83,6.61,7.3,8,8.31,8.32
2000-02-21,3.42,3.59,4.29,6.43,7.15,7.93,8.29,8.24
2000-02-22,3.34,3.44,3.74,6.09,7.09,7.96,8.29,8.2
2000-02-23,3.4,3.4,3.82,6.15,6.98,7.97,8.28,8.18
2000-02-24,3.81,3.44,4.04,6.08,7.08,7.88,8.3,8.22
2000-02-25,3.91,3.37,4.29,5.94,7.07,7.83,8.35,8.29
2000-02-26,3.57,3.26,4.7,6.15,7.06,7.91,8.4,8.37
2000-02-27,3.5,3.27,4.62,6.01,7.04,8.02,8.46,8.44
2000-02-28,3.53,3.3,4.31,5.81,6.92,8.08,8.52,8.51
2000-02-29,3.69,3.36,4.25,5.77,6.91,8.25,8.58,8.56
2000-03-01,3.76,3.38,4.26,5.55,6.94,8.38,8.62,8.59
2000-03-02,3.65,3.32,4.26,5.64,6.81,8.34,8.64,8.6
2000-03-03,3.76,3.4,4.17,5.55,6.63,8.27,8.65,8.62
2000-03-04,3.97,3.52,4.19,5.42,6.59,8.29,8.67,8.64
2000-03-05,4.2,3.64,4.31,5.39,6.59,8.22,8.69,8.67
2000-03-06,4.28,3.61,4.61,5.46,6.61,8.22,8.73,8.71
2000-03-07,4.04,3.44,4.96,5.6,6.55,8.19,8.74,8.75
2000-03-08,3.78,3.39,4.97,5.58,6.45,8.16,8.73,8.77
2000-03-09,3.62,3.32,4.81,5.51,6.35,8.2,8.76,8.78
2000-03-10,3.63,3.32,4.44,5.41,6.19,8.11,8.77,8.8
2000-03-11,3.76,3.35,4.4,5.18,6.22,8.29,8.82,8.82
2000-03-12,3.67,3.27,4.6,5.22,6.21,8.31,8.82,8.83
2000-03-13,3.72,3.3,4.37,5.18,6.05,8.12,8.79,8.83
2000-03-14,3.93,3.45,4.2,5.01,6,8.16,8.83,8.86
2000-03-15,3.96,3.47,4.31,4.99,5.97,8.14,8.83,8.88
2000-03-16,4,3.57,4.44,4.96,5.99,8.12,8.82,8.89
2000-03-17,3.98,3.61,4.34,4.84,5.87,7.96,8.79,8.88
2000-03-18,3.88,3.55,4.09,4.8,5.79,7.94,8.8,8.89
2000-03-19,3.62,3.2,3.61,4.5,5.7,8.11,8.89,8.87
2000-03-20,3.31,2.96,3.27,4.42,5.6,8.1,8.84,8.86
2000-03-21,3.26,3.01,3.2,4.1,5.26,7.78,8.77,8.79
2000-03-22,3.24,3.1,3.24,3.83,4.91,7.48,8.7,8.74
2000-03-23,3.28,3.18,3.3,3.78,4.63,7.08,8.59,8.7
2000-03-24,3.35,3.2,3.35,3.77,4.41,6.56,8.38,8.62
2000-03-25,3.41,3.22,3.39,3.66,4.22,6.03,8.2,8.55
2000-03-26,3.4,3.2,3.41,3.59,4.06,5.77,8.14,8.53
2000-03-27,3.35,3.17,3.39,3.55,3.96,5.58,7.99,8.46
2000-03-28,3.34,3.2,3.37,3.53,3.87,5.71,8.15,8.46
2000-03-29,3.44,3.3,3.42,3.55,3.88,5.96,8.28,8.51
2000-03-30,3.56,3.46,3.51,3.62,3.98,6.03,8.24,8.51
2000-03-31,3.62,3.49,3.55,3.67,4.07,6.11,8.26,8.5
2000-04-01,3.64,3.51,3.58,3.73,4.14,6.14,8.23,8.47
2000-04-02,3.68,3.57,3.63,3.79,4.2,6.2,8.23,8.44
2000-04-03,3.75,3.61,3.67,3.82,4.23,6.29,8.28,8.47
2000-04-04,3.82,3.7,3.72,3.84,4.21,6.24,8.27,8.45
2000-04-05,3.97,3.83,3.83,3.87,4.24,6.31,8.35,8.51
2000-04-06,4.11,4.02,3.97,3.94,4.25,6.11,8.25,8.48
2000-04-07,4.24,4.12,4.06,4.03,4.33,6.11,8.28,8.46
2000-04-08,4.22,4.1,4.06,4.09,4.36,6.05,8.17,8.43
2000-04-09,4.3,4.18,4.1,4.14,4.35,5.81,7.92,8.32
2000-04-10,4.53,4.47,4.34,4.21,4.31,5.57,7.74,8.22
2000-04-11,4.65,4.56,4.45,4.29,4.32,5.49,7.7,8.16
2000-04-12,4.69,4.58,4.48,4.35,4.37,5.52,7.68,8.15
2000-04-13,4.79,4.69,4.56,4.38,4.36,5.35,7.36,8.02
2000-04-14,4.94,4.77,4.68,4.48,4.44,5.39,7.39,7.97
2000-04-15,4.99,4.78,4.72,4.54,4.55,5.5,7.35,8
2000-04-16,5.15,4.87,4.8,4.62,4.62,5.52,7.26,7.91
2000-04-17,5.13,4.86,4.82,4.67,4.72,5.8,7.51,8.01
2000-04-18,5.08,4.85,4.83,4.7,4.76,5.92,7.53,8.07
2000-04-19,5.02,4.86,4.87,4.72,4.77,6.03,7.71,8.12
2000-04-20,4.94,4.89,4.9,4.71,4.76,6.08,7.84,8.22
2000-04-21,4.95,4.95,4.93,4.71,4.7,6.12,8,8.36
2000-04-22,5.04,5.04,4.97,4.75,4.76,6.3,8.15,8.49
2000-04-23,5.12,5.09,5.02,4.78,4.79,6.23,8.12,8.49
2000-04-24,5.24,5.17,5.11,4.82,4.81,6.08,7.97,8.39
2000-04-25,5.4,5.25,5.25,4.9,4.88,6.07,7.87,8.26
2000-04-26,5.47,5.3,5.32,4.96,4.95,6.13,7.94,8.21
2000-04-27,5.41,5.38,5.3,4.98,4.99,6.23,7.98,8.26
2000-04-28,5.45,5.44,5.29,5.02,5.01,6.15,7.86,8.2
2000-04-29,5.52,5.5,5.32,5.07,5.07,6.34,8.11,8.3
2000-04-30,5.55,5.51,5.32,5.1,5.14,6.43,8.16,8.35
2000-05-01,5.56,5.53,5.32,5.13,5.19,6.51,8.17,8.39
2000-05-02,5.59,5.55,5.32,5.15,5.21,6.52,8.16,8.37
2000-05-03,5.68,5.62,5.36,5.19,5.26,6.55,8.16,8.38
2000-05-04,5.69,5.63,5.37,5.21,5.31,6.7,8.26,8.4
2000-05-05,5.7,5.61,5.36,5.2,5.31,6.72,8.2,8.41
2000-05-06,5.76,5.64,5.37,5.19,5.29,6.72,8.2,8.35
2000-05-07,5.79,5.63,5.38,5.19,5.3,6.9,8.31,8.43
2000-05-08,5.93,5.66,5.41,5.16,5.24,6.82,8.24,8.42
2000-05-09,6.05,5.75,5.45,5.16,5.25,6.93,8.35,8.43
2000-05-10,6.11,5.78,5.49,5.16,5.22,6.91,8.33,8.45
2000-05-11,6.17,5.85,5.59,5.19,5.21,6.82,8.31,8.43
2000-05-12,6.21,5.93,5.77,5.26,5.25,6.69,8.24,8.39
2000-05-13,6.25,6.04,5.96,5.34,5.32,6.6,8.2,8.33
2000-05-14,6.27,6.14,5.99,5.41,5.4,6.62,8.2,8.31
2000-05-15,6.29,6.15,5.98,5.48,5.44,6.58,8.09,8.25
2000-05-16,6.33,6.12,5.99,5.54,5.49,6.53,8.01,8.19
2000-05-17,6.36,6.14,6.01,5.6,5.56,6.57,8.06,8.2
2000-05-18,6.39,6.18,6.02,5.65,5.6,6.6,8.09,8.23
2000-05-19,6.59,6.26,6.04,5.69,5.63,6.59,8.05,8.24
2000-05-20,6.7,6.35,6.06,5.73,5.67,6.63,8.11,8.23
2000-05-21,6.77,6.33,6.11,5.72,5.68,6.75,8.22,8.31
2000-05-22,6.82,6.41,6.18,5.75,5.7,6.79,8.25,8.29
2000-05-23,6.85,6.5,6.23,5.78,5.74,6.82,8.28,8.31
2000-05-24,6.87,6.59,6.27,5.79,5.75,6.77,8.26,8.31
2000-05-25,6.84,6.73,6.3,5.82,5.78,6.74,8.24,8.3
2000-05-26,6.81,6.81,6.28,5.85,5.79,6.66,8.18,8.26
2000-05-27,6.79,6.85,6.25,5.88,5.8,6.62,8.16,8.22
2000-05-28,6.84,6.82,6.19,5.89,5.8,6.64,8.17,8.24
2000-05-29,6.92,6.78,6.16,5.9,5.81,6.72,8.22,8.27
2000-05-30,7.01,6.79,6.19,5.92,5.82,6.81,8.27,8.3
2000-05-31,7.1,6.82,6.3,5.94,5.84,6.83,8.29,8.3
2000-06-01,7.19,6.89,6.44,5.96,5.88,6.86,8.32,8.32
2000-06-02,7.24,6.97,6.49,5.98,5.92,6.91,8.35,8.36
2000-06-03,7.29,7.04,6.48,5.99,5.93,6.9,8.33,8.38
2000-06-04,7.31,7.13,6.5,6.01,5.93,6.86,8.3,8.36
2000-06-05,7.35,7.16,6.46,6.03,5.93,6.86,8.3,8.35
2000-06-06,7.4,7.16,6.45,6.04,5.92,6.83,8.28,8.32
2000-06-07,7.5,7.14,6.5,6.04,5.89,6.79,8.25,8.27
2000-06-08,7.59,7.25,6.68,6.07,5.91,6.72,8.22,8.22
2000-06-09,7.62,7.37,6.68,6.11,5.93,6.74,8.26,8.24
2000-06-10,7.61,7.47,6.74,6.13,5.94,6.62,8.15,8.21
2000-06-11,7.62,7.45,6.67,6.11,5.93,6.61,8.16,8.17
2000-06-12,7.69,7.42,6.68,6.1,5.92,6.53,8.09,8.12
2000-06-13,7.77,7.44,6.77,6.12,5.93,6.51,8.07,8.07
2000-06-14,7.74,7.57,6.84,6.18,5.95,6.49,8.06,8.06
2000-06-15,7.71,7.63,6.84,6.2,5.98,6.44,7.99,8.05
2000-06-16,7.64,7.7,6.82,6.21,6.01,6.38,7.91,8
2000-06-17,7.64,7.75,6.81,6.23,6.03,6.34,7.83,7.97
2000-06-18,7.66,7.78,6.79,6.24,6.04,6.32,7.78,7.95
2000-06-19,7.67,7.69,6.7,6.23,6.03,6.33,7.81,7.99
2000-06-20,7.83,7.6,6.69,6.19,6.02,6.3,7.76,7.99
2000-06-21,7.96,7.61,6.79,6.18,6.02,6.32,7.82,7.99
2000-06-22,8.08,7.7,6.94,6.19,6.03,6.37,7.88,8.03
2000-06-23,8.16,7.85,7.02,6.2,6.01,6.38,7.87,8.07
2000-06-24,8.14,8,7.01,6.2,5.99,6.36,7.84,8.05
2000-06-25,8.14,8.04,6.92,6.13,5.92,6.31,7.77,8.02
2000-06-26,8.19,8.1,6.92,6.15,5.9,6.25,7.68,7.96
2000-06-27,8.23,8.13,6.92,6.19,5.91,6.23,7.66,7.92
2000-06-28,8.34,8.1,6.91,6.16,5.88,6.22,7.64,7.92
2000-06-29,8.39,8.13,6.92,6.17,5.86,6.26,7.7,7.95
2000-06-30,8.44,8.06,6.88,6.12,5.84,6.31,7.73,7.99
2000-07-01,8.53,8.08,6.95,6.09,5.82,6.35,7.78,8.03
