"Date","6 m","8 m","10 m","16 m","22 m"
1993-08-25,19.064,19.16,18.117,12.391,9.214
1993-08-26,19.037,19.144,18.369,13.164,9.764
1993-08-27,19.058,19.301,18.507,13.972,10.453
1993-08-28,19.196,19.411,18.664,14.571,11.126
1993-08-29,19.178,19.396,18.776,15.483,11.821
1993-08-30,19.008,19.38,18.794,15.753,12.444
1993-08-31,18.917,19.341,18.836,15.76,12.652
1993-09-01,18.904,19.22,18.844,15.961,12.605
1993-09-02,18.927,19.253,18.887,15.611,12.548
1993-09-03,18.877,19.167,18.868,14.884,12.029
1993-09-04,18.881,19.125,18.842,15.078,11.801
1993-09-05,19.009,19.224,18.906,15.039,11.986
1993-09-06,19.093,19.314,18.93,14.82,11.983
1993-09-07,19.153,19.393,18.914,14.685,11.891
1993-09-08,19.145,19.37,18.945,14.612,11.809
1993-09-09,19.097,19.354,18.911,14.497,11.801
1993-09-10,19.069,19.311,18.857,14.45,11.795
1993-09-11,18.857,19.114,18.801,14.828,12.006
1993-09-12,18.442,18.597,18.356,15.836,12.452
1993-09-13,17.85,18.076,17.872,16.748,13.314
1993-09-14,17.716,17.985,17.74,17.292,14.373
1993-09-15,17.779,18.04,17.699,17.507,15.444
1993-09-16,17.765,18.005,17.641,17.468,15.989
1993-09-17,17.411,17.681,17.424,16.873,15.901
1993-09-18,17.172,17.471,17.305,16.415,15.606
1993-09-19,17.105,17.419,17.268,16.205,15.146
1993-09-20,16.605,16.891,16.837,16.152,14.938
1993-09-21,15.803,16.1,16.15,16.211,15.149
1993-09-22,15.506,15.788,15.863,16.124,15.371
1993-09-23,15.702,15.945,15.976,16.107,15.295
1993-09-24,15.879,16.109,16.068,16.045,15.138
1993-09-25,15.706,15.95,15.921,16.012,15.192
1993-09-26,15.6,15.847,15.826,15.977,15.248
1993-09-27,15.621,15.866,15.826,15.868,15.016
1993-09-28,15.786,16.108,15.981,15.858,14.994
1993-09-29,15.699,16.107,15.966,15.956,15.262
1993-09-30,15.657,15.979,15.905,15.925,15.153
1993-10-01,15.329,15.579,15.619,15.787,15.175
1993-10-02,15.036,15.247,15.352,15.844,15.419
1993-10-03,14.847,15.147,15.228,15.988,15.678
1993-10-04,14.653,15.01,15.064,15.965,15.847
1993-10-05,14.422,14.796,14.86,15.561,15.802
1993-10-06,13.949,14.208,14.401,14.826,15.718
1993-10-07,13.444,13.63,13.936,14.435,15.546
1993-10-08,13.228,13.461,13.74,14.032,15.15
1993-10-09,13.191,13.384,13.673,13.986,14.99
1993-10-10,13.108,13.236,13.541,14.073,14.834
1993-10-11,12.482,12.649,12.985,13.481,14.566
1993-10-12,12.099,12.186,12.601,13.175,14.324
1993-10-13,12.25,12.143,12.449,13.168,14.079
1993-10-14,11.863,11.88,12.235,12.764,13.555
1993-10-15,11.591,11.65,12.07,12.518,13.479
1993-10-16,11.673,11.686,12.163,12.662,13.505
1993-10-17,11.759,11.733,12.085,12.772,13.375
1993-10-18,11.921,11.85,12.088,12.739,13.097
1993-10-19,11.776,11.762,12.001,12.509,12.929
1993-10-20,11.371,11.382,11.749,12.184,12.91
1993-10-21,11.168,11.179,11.547,12.219,12.818
1993-10-22,11.3,11.183,11.438,12.097,12.536
1993-10-23,10.993,11.104,11.384,11.756,12.315
1993-10-24,10.418,10.58,11.077,11.37,12.173
1993-10-25,10.221,10.378,10.943,11.144,11.943
1993-10-26,9.846,9.999,10.663,10.913,11.872
1993-10-27,9.723,9.752,10.445,10.979,11.874
1993-10-28,9.943,9.702,10.181,11.183,11.744
1993-10-29,9.646,9.643,10.167,11.059,11.788
1993-10-30,9.502,9.597,10.162,10.793,11.661
1993-10-31,9.605,9.663,10.165,10.637,11.596
1993-11-01,9.447,9.474,10.017,10.903,11.54
1993-11-02,9.378,9.438,9.869,11.079,11.536
1993-11-03,8.925,9.058,9.576,10.982,11.609
1993-11-04,8.878,8.929,9.44,10.733,11.342
1993-11-05,8.776,8.854,9.37,10.336,11.084
1993-11-06,9.033,8.944,9.332,9.873,10.719
1993-11-07,9.211,9.015,9.289,9.616,10.415
1993-11-08,8.617,8.608,8.995,9.401,10.649
1993-11-09,8.207,8.262,8.716,9.174,10.548
1993-11-10,8.108,8.143,8.598,9.022,10.429
1993-11-11,8.177,8.154,8.642,9.206,10.462
