"Date","Anomaly in Onset of Spring (weeks)"
"1993",-0.31
"1994",0.167
"1995",-0.5
"1996",-1.786
"1997",-1.262
"1998",0.31
"1999",1.119
"2000",2.643
"2001",-0.452
"2002",0.262
"2003",-2.643
"2004",-0.548
"2005",-0.071
"2006",0.881
"2007",-1.69
"2008",-0.167
"2009",-0.214
"2010",2.024
"2011",-0.071
"2012",2.024
"2013",0.119
"2014",-0.833
"2015",-1.262
"2016",-0.262
"2017",-0.024
"2018",0.595
"2019",-0.786
"2020",0.643
"2021",1.071
"2022",1.024
"2023",0.738
"2024",0.595
"2025",-0.833
