"Date","8 m","10 m","13 m","16 m","18 m","25 m","34 m"
1993-01-01,-0.89,0.006,0.5,3.706,1.106,2.152,2.529
1993-01-02,-1.123,-0.256,0.269,3.659,1.437,2.215,2.367
1993-01-03,-1.298,-1.159,-0.305,2.792,1.36,2.259,2.365
1993-01-04,-1.357,-1.354,-0.357,2.469,1.089,2.134,2.389
1993-01-05,-1.383,-1.05,0.056,2.484,0.47,2.01,2.349
1993-01-06,-1.366,-0.817,0.122,2.56,0.25,1.886,2.308
1993-01-07,-1.315,-0.721,0.023,2.583,0.367,1.881,2.338
1993-01-08,-1.342,-0.734,-0.038,2.748,0.402,1.871,2.38
1993-01-09,-1.426,-0.912,-0.251,2.817,0.588,1.868,2.359
1993-01-10,-1.494,-1.203,-0.564,2.279,0.561,1.87,2.323
1993-01-11,-1.544,-1.252,-0.706,2.027,0.624,1.825,2.331
1993-01-12,-1.576,-1.314,-0.84,1.817,0.56,1.733,2.301
1993-01-13,-1.608,-1.32,-0.891,1.609,0.473,1.643,2.214
1993-01-14,-1.676,-1.252,-0.974,1.275,0.53,1.571,2.133
1993-01-15,-1.706,-1.162,-0.976,1.101,0.743,1.551,2.077
1993-01-16,-1.713,-1.24,-1.004,1.105,0.667,1.375,2.003
1993-01-17,-1.71,-1.307,-1.009,1.123,0.539,1.254,1.79
1993-01-18,-1.739,-1.395,-1.084,1.141,0.323,1.13,1.599
1993-01-19,-1.75,-1.713,-1.197,0.815,-0.417,0.781,1.447
1993-01-20,-1.763,-1.776,-1.392,0.097,-1.262,0.438,1.264
1993-01-21,-1.774,-1.761,-1.516,-0.384,-1.375,0.384,1.179
1993-01-22,-1.781,-1.736,-1.561,-0.461,-1.342,0.232,0.896
1993-01-23,-1.765,-1.725,-1.553,-0.288,-1.398,0.1,0.47
1993-01-24,-1.742,-1.713,-1.564,0.585,-1.452,0.055,0.36
1993-01-25,-1.72,-1.695,-1.554,1.607,-1.487,-0.142,0.36
1993-01-26,-1.71,-1.679,-1.568,2.008,-1.542,-0.057,0.334
1993-01-27,-1.703,-1.638,-1.562,1.469,-1.443,0.071,0.327
1993-01-28,-1.693,-1.625,-1.542,1.216,-1.415,0.116,0.317
1993-01-29,-1.68,-1.598,-1.531,1.206,-1.312,0.175,0.451
1993-01-30,-1.679,-1.607,-1.583,1.227,-1.34,-0.064,0.593
1993-01-31,-1.679,-1.608,-1.625,0.598,-1.21,-0.188,0.541
1993-02-01,-1.729,-1.616,-1.616,0.216,-1.091,-0.326,0.497
1993-02-02,-1.79,-1.716,-1.627,-0.11,-0.918,-0.261,0.463
1993-02-03,-1.771,-1.786,-1.565,-0.343,-0.756,-0.168,0.427
1993-02-04,-1.772,-1.792,-1.566,-0.443,-0.77,-0.317,0.347
1993-02-05,-1.798,-1.815,-1.588,-0.458,-0.836,-0.419,0.108
1993-02-06,-1.812,-1.824,-1.615,-0.57,-1.048,-0.529,-0.135
1993-02-07,-1.818,-1.824,-1.659,-0.644,-1.186,-0.619,-0.25
1993-02-08,-1.825,-1.818,-1.693,-0.688,-1.312,-0.709,-0.362
1993-02-09,-1.834,-1.825,-1.73,-0.774,-1.464,-0.817,-0.505
1993-02-10,-1.832,-1.82,-1.738,-0.883,-1.519,-0.878,-0.576
1993-02-11,-1.826,-1.816,-1.77,-0.974,-1.631,-0.977,-0.697
1993-02-12,-1.806,-1.791,-1.767,-1.025,-1.649,-1.054,-0.784
1993-02-13,-1.806,-1.781,-1.772,-1.118,-1.666,-1.118,-0.863
1993-02-14,-1.791,-1.771,-1.779,-0.683,-1.685,-1.217,-1.105
1993-02-15,-1.744,-1.729,-1.75,0.024,-1.63,-1.222,-1.047
1993-02-16,-1.708,-1.705,-1.699,-0.009,-1.608,-1.236,-1
1993-02-17,-1.702,-1.701,-1.706,-0.285,-1.618,-1.225,-1.016
1993-02-18,-1.694,-1.704,-1.711,0.182,-1.525,-1.219,-0.888
1993-02-19,-1.68,-1.683,-1.674,0.232,-1.479,-1.258,-0.708
1993-02-20,-1.695,-1.622,-1.571,-0.109,-1.417,-1.236,-0.717
1993-02-21,-1.725,-1.611,-1.498,-0.242,-1.397,-1.299,-0.751
1993-02-22,-1.743,-1.622,-1.545,-0.461,-1.402,-1.35,-0.815
1993-02-23,-1.74,-1.645,-1.627,-0.551,-1.407,-1.343,-0.887
1993-02-24,-1.71,-1.644,-1.624,-0.5,-1.383,-1.375,-0.891
1993-02-25,-1.731,-1.653,-1.576,-0.407,-1.344,-1.377,-0.951
1993-02-26,-1.747,-1.648,-1.552,-0.378,-1.293,-1.336,-0.935
1993-02-27,-1.747,-1.632,-1.554,-0.371,-1.282,-1.307,-0.896
1993-02-28,-1.76,-1.619,-1.583,-0.468,-1.277,-1.283,-0.859
1993-03-01,-1.777,-1.683,-1.59,-0.681,-1.204,-1.143,-0.839
1993-03-02,-1.747,-1.72,-1.563,-0.719,-1.164,-1.024,-0.778
1993-03-03,-1.685,-1.727,-1.563,-0.837,-1.159,-1.1,-0.724
1993-03-04,-1.618,-1.695,-1.491,-0.974,-1.185,-1.142,-0.8
1993-03-05,-1.674,-1.717,-1.571,-1.087,-1.208,-1.149,-0.866
1993-03-06,-1.739,-1.704,-1.628,-1.321,-1.211,-1.137,-0.891
1993-03-07,-1.737,-1.687,-1.621,-1.289,-1.241,-1.108,-0.871
1993-03-08,-1.719,-1.712,-1.602,-1.321,-1.32,-1.175,-0.901
1993-03-09,-1.659,-1.688,-1.549,-1.356,-1.399,-1.202,-0.948
1993-03-10,-1.678,-1.675,-1.6,-1.327,-1.431,-1.243,-1.008
1993-03-11,-1.655,-1.652,-1.583,-1.259,-1.446,-1.255,-1.066
1993-03-12,-1.69,-1.664,-1.609,-1.227,-1.482,-1.284,-1.086
1993-03-13,-1.696,-1.704,-1.635,-1.23,-1.528,-1.314,-1.154
1993-03-14,-1.703,-1.7,-1.647,-1.221,-1.559,-1.342,-1.251
1993-03-15,-1.726,-1.713,-1.686,-0.729,-1.617,-1.373,-1.066
1993-03-16,-1.729,-1.714,-1.681,-0.762,-1.641,-1.352,-0.959
1993-03-17,-1.729,-1.715,-1.682,-0.8,-1.676,-1.385,-1.086
1993-03-18,-1.719,-1.71,-1.68,-0.474,-1.685,-1.393,-1.091
1993-03-19,-1.678,-1.681,-1.655,-0.473,-1.605,-1.338,-1.074
1993-03-20,-1.614,-1.649,-1.616,-0.528,-1.553,-1.328,-1.052
1993-03-21,-1.549,-1.616,-1.57,-0.554,-1.526,-1.329,-1
1993-03-22,-1.491,-1.573,-1.531,-0.516,-1.512,-1.346,-0.972
1993-03-23,-1.411,-1.509,-1.469,-0.382,-1.461,-1.299,-0.968
1993-03-24,-1.356,-1.453,-1.403,-0.306,-1.377,-1.273,-0.945
1993-03-25,-1.322,-1.406,-1.361,-0.267,-1.34,-1.254,-0.9
1993-03-26,-1.276,-1.345,-1.319,-0.004,-1.312,-1.207,-0.831
1993-03-27,-1.203,-1.263,-1.268,0.426,-1.292,-1.163,-0.744
1993-03-28,-1.111,-1.174,-1.207,0.787,-1.249,-1.111,-0.657
1993-03-29,-1.033,-1.115,-1.154,0.891,-1.151,-1.034,-0.59
1993-03-30,-1.06,-1.095,-1.124,0.687,-1.063,-0.94,-0.535
1993-03-31,-1.018,-0.896,-0.754,0.73,-0.911,-0.801,-0.461
1993-04-01,-0.799,-0.557,-0.349,0.84,-0.683,-0.664,-0.405
1993-04-02,-0.659,-0.462,-0.302,0.938,-0.524,-0.719,-0.327
1993-04-03,-0.501,-0.405,-0.283,1.157,-0.291,-0.752,-0.226
1993-04-04,-0.235,-0.22,-0.144,1.309,0.005,-0.631,-0.154
1993-04-05,0.025,0.07,0.116,1.382,0.237,-0.454,-0.083
1993-04-06,0.374,0.402,0.415,1.513,0.478,-0.382,0.009
1993-04-07,0.733,0.637,0.664,1.639,0.67,-0.271,0.106
1993-04-08,1.079,0.867,0.9,1.757,0.846,-0.09,0.229
1993-04-09,1.451,1.109,1.105,1.858,1.003,0.096,0.372
1993-04-10,1.881,1.393,1.284,1.945,1.148,0.273,0.526
1993-04-11,2.36,1.798,1.609,1.981,1.27,0.434,0.687
1993-04-12,2.657,2.24,2.096,2.069,1.411,0.61,0.837
1993-04-13,2.82,2.428,2.297,2.203,1.547,0.809,0.929
1993-04-14,2.831,2.453,2.226,2.164,1.64,0.988,0.973
1993-04-15,2.828,2.504,2.161,2.216,1.731,1.1,1.011
1993-04-16,3.048,2.658,2.306,2.345,1.852,1.113,1.052
1993-04-17,3.377,2.962,2.704,2.447,1.947,1.097,1.115
1993-04-18,3.795,3.305,3.055,2.597,2.098,1.118,1.277
1993-04-19,4.04,3.526,3.313,2.876,2.395,1.32,1.458
1993-04-20,4.37,3.868,3.631,3.185,2.739,1.535,1.529
1993-04-21,4.747,4.228,3.963,3.446,2.997,1.719,1.604
1993-04-22,5.04,4.516,4.248,3.599,3.185,1.886,1.736
1993-04-23,5.21,4.716,4.489,3.659,3.283,2.042,1.902
1993-04-24,5.308,5,4.801,3.875,3.623,2.218,2.139
1993-04-25,5.381,5.116,4.867,4.059,3.881,2.391,2.194
1993-04-26,5.575,5.262,5.049,4.136,4.018,2.48,2.273
1993-04-27,5.622,5.339,5.109,4.247,4.184,2.646,2.377
1993-04-28,5.291,5.162,4.789,4.018,3.961,2.725,2.401
1993-04-29,5.297,5.042,4.679,3.799,3.822,2.798,2.441
1993-04-30,5.39,4.966,4.668,3.807,3.686,2.816,2.477
1993-05-01,5.495,4.946,4.737,3.869,3.617,2.829,2.509
1993-05-02,5.664,4.948,4.697,3.969,3.692,2.881,2.546
1993-05-03,5.876,4.942,4.755,4.056,3.774,2.887,2.579
1993-05-04,6.077,5.29,5.123,4.136,3.878,2.934,2.625
1993-05-05,6.373,5.578,5.245,4.324,4.028,2.958,2.703
1993-05-06,6.638,5.856,5.485,4.571,4.18,2.997,2.794
1993-05-07,6.831,6.19,5.741,4.986,4.383,3.093,2.876
1993-05-08,7.034,6.454,6.003,4.912,4.512,3.237,2.932
1993-05-09,7.291,6.535,6.145,4.979,4.644,3.391,2.999
1993-05-10,7.321,6.565,6.192,4.905,4.661,3.448,3.055
1993-05-11,7.355,6.575,6.087,4.771,4.599,3.499,3.106
1993-05-12,7.388,6.607,6.219,4.831,4.647,3.525,3.149
1993-05-13,7.365,6.824,6.666,4.88,4.716,3.544,3.172
1993-05-14,7.312,6.842,6.67,4.995,4.773,3.608,3.218
1993-05-15,7.374,6.677,6.469,5.134,4.866,3.604,3.228
1993-05-16,7.568,6.575,6.224,5.217,4.951,3.615,3.232
1993-05-17,7.834,6.881,6.375,5.392,5.111,3.632,3.254
1993-05-18,8.02,7.277,6.665,5.563,5.271,3.659,3.265
1993-05-19,8.135,7.563,6.997,5.614,5.404,3.689,3.268
1993-05-20,8.083,7.606,7.184,5.522,5.375,3.71,3.267
1993-05-21,8.118,7.623,7.255,5.482,5.292,3.749,3.27
1993-05-22,8.249,7.67,7.268,5.551,5.326,3.798,3.292
1993-05-23,8.379,7.598,7.208,5.597,5.345,3.836,3.302
1993-05-24,8.29,7.093,6.362,5.54,5.117,3.829,3.298
1993-05-25,8.389,6.923,5.978,5.518,5.032,3.785,3.284
1993-05-26,8.623,7.089,6.381,5.585,5.161,3.797,3.29
1993-05-27,8.837,7.34,6.721,5.679,5.301,3.855,3.328
1993-05-28,8.969,7.612,6.95,5.771,5.419,3.919,3.367
1993-05-29,9.026,7.756,7.119,5.709,5.408,3.927,3.396
1993-05-30,8.995,7.639,7.154,5.691,5.356,4.002,3.448
1993-05-31,8.572,6.831,6.242,5.619,5.095,4.071,3.485
1993-06-01,8.375,6.61,6.129,5.348,4.861,4.027,3.511
1993-06-02,8.454,6.903,6.536,5.532,4.974,4.03,3.637
1993-06-03,8.664,7.372,6.755,6.353,5.4,4.023,3.814
1993-06-04,8.865,7.868,7.278,6.599,5.753,4.206,3.874
1993-06-05,9.117,8.187,7.577,6.445,5.88,4.452,3.957
1993-06-06,9.503,8.486,7.873,6.493,6.032,4.677,4.127
1993-06-07,9.672,8.656,8.268,6.613,6.199,4.74,4.397
1993-06-08,9.827,8.537,7.988,6.826,6.41,4.789,4.595
1993-06-09,10.152,8.632,7.754,7.072,6.675,4.889,4.648
1993-06-10,10.489,9.009,8.264,7.195,6.862,5.024,4.675
1993-06-11,10.774,9.24,8.684,7.27,6.994,5.184,4.705
1993-06-12,10.834,9.043,8.578,7.238,7.027,5.275,4.707
1993-06-13,10.963,8.901,8.136,7.184,6.991,5.314,4.683
1993-06-14,11.394,9.108,8.224,7.339,7.133,5.338,4.699
1993-06-15,11.711,9.581,8.824,7.516,7.311,5.382,4.691
1993-06-16,12.06,10.323,9.617,7.714,7.533,5.464,4.686
1993-06-17,12.487,11.122,10.284,7.94,7.738,5.578,4.71
1993-06-18,12.882,11.647,10.736,7.976,7.82,5.758,4.747
1993-06-19,13.163,11.946,11.031,8.094,7.907,5.883,4.885
1993-06-20,13.351,12.018,11.165,8.193,8.028,5.983,5.003
1993-06-21,13.699,12.228,11.408,8.304,8.136,6.026,5.069
1993-06-22,13.943,12.56,11.716,8.588,8.319,5.963,5.176
1993-06-23,14.082,12.826,11.962,9.024,8.575,6.049,5.23
1993-06-24,13.872,12.282,11.242,8.647,8.457,6.076,5.147
1993-06-25,13.979,11.557,10.463,8.082,8.001,5.982,4.951
1993-06-26,14.235,11.729,10.582,8.376,8.041,6.094,5.009
1993-06-27,14.511,12.501,11.494,9.189,8.433,6.213,5.078
1993-06-28,14.696,13.298,12.366,9.456,8.781,6.299,5.088
1993-06-29,14.781,13.955,13.12,10.235,9.313,6.474,5.269
1993-06-30,14.885,14.208,13.4,10.683,9.762,6.774,5.437
1993-07-01,14.99,14.208,13.435,10.678,9.852,7,5.518
1993-07-02,15.245,14.323,13.525,10.769,10.011,6.992,5.523
1993-07-03,15.462,14.609,13.861,10.973,10.273,6.969,5.498
1993-07-04,15.518,14.938,14.228,11.298,10.62,7.02,5.455
1993-07-05,15.581,14.668,13.874,11.359,10.749,6.862,5.193
1993-07-06,15.673,14.223,13.345,10.205,9.715,6.414,4.793
1993-07-07,15.881,14.04,13.015,10.149,9.207,6.263,4.536
1993-07-08,16.167,13.982,13.048,10.328,9.253,6.241,4.479
1993-07-09,16.484,14.021,13.139,10.402,9.248,6.193,4.479
1993-07-10,16.753,14.116,13.227,10.223,9.03,6.097,4.477
1993-07-11,17.098,14.299,13.416,10.092,8.761,6.047,4.513
1993-07-12,17.372,14.408,13.398,10.02,8.646,6.035,4.573
1993-07-13,17.65,14.652,13.716,9.376,8.051,5.905,4.629
1993-07-14,17.913,14.67,13.657,9.46,7.911,5.942,4.734
1993-07-15,18.073,14.68,13.648,9.41,7.967,5.928,4.735
1993-07-16,17.986,14.467,13.403,9.39,7.894,5.884,4.718
1993-07-17,17.611,13.516,11.962,9.155,7.603,5.776,4.691
1993-07-18,16.934,11.66,9.772,8.384,6.873,5.535,4.636
1993-07-19,16.331,10.562,8.809,8.192,6.587,5.418,4.617
1993-07-20,16.384,10.609,9.252,8.785,6.89,5.485,4.651
1993-07-21,16.985,11.711,10.79,9.415,7.377,5.583,4.708
1993-07-22,16.988,12.764,12.221,10.199,8.059,5.748,4.773
1993-07-23,16.933,13.857,13.169,10.083,8.277,5.917,4.814
1993-07-24,16.974,14.565,13.615,9.956,8.201,6.021,4.853
1993-07-25,16.966,14.68,13.725,10.065,8.27,6.103,4.907
1993-07-26,16.835,14.255,13.53,10.292,8.494,6.172,4.964
1993-07-27,16.962,14.172,13.41,10.859,9.007,6.186,5.042
1993-07-28,17.01,14.648,14.059,11.603,9.562,6.28,5.118
1993-07-29,16.992,15.341,14.898,12.802,10.388,6.465,5.204
1993-07-30,17.23,16.016,15.559,13.298,10.752,6.681,5.262
1993-07-31,17.47,16.692,16.09,13.818,11.272,6.917,5.362
1993-08-01,17.736,17.081,16.421,14.655,12.19,7.127,5.447
1993-08-02,18.068,17.401,16.687,14.075,12.005,7.306,5.497
1993-08-03,18.382,17.766,16.97,14.201,12.255,7.407,5.596
1993-08-04,18.729,18.22,17.365,14.618,12.89,7.587,5.718
1993-08-05,18.962,18.486,17.623,13.922,12.611,7.783,5.826
1993-08-06,19.149,18.599,17.619,13.573,12.226,7.852,5.956
1993-08-07,19.296,18.556,17.511,13.201,11.763,7.855,6.077
1993-08-08,19.376,18.192,17.345,13.093,11.321,7.849,6.193
1993-08-09,19.575,17.496,16.626,13.334,11.374,7.804,6.298
1993-08-10,19.775,17.119,16.49,13.566,11.712,7.816,6.38
1993-08-11,19.855,17.098,17.051,13.689,11.95,7.894,6.458
1993-08-12,19.887,16.998,17.363,13.931,12.173,7.983,6.55
1993-08-13,19.926,16.736,16.92,14.137,12.389,8.014,6.616
1993-08-14,19.746,16.252,16.167,13.925,12.169,7.965,6.655
1993-08-15,19.479,15.597,14.918,13.282,11.486,7.866,6.638
1993-08-16,19.411,15.313,14.324,12.504,10.76,7.781,6.566
1993-08-17,19.437,15.36,14.492,11.625,10.051,7.685,6.474
1993-08-18,19.535,15.577,14.806,11.887,10.083,7.738,6.471
1993-08-19,19.521,15.743,15.139,12.017,10.254,7.764,6.436
1993-08-20,19.583,15.953,15.332,12.222,10.33,7.775,6.392
1993-08-21,19.66,16.244,15.521,12.733,10.765,7.846,6.375
1993-08-22,19.254,16.177,15.371,11.995,10.44,7.721,6.283
1993-08-23,19.097,16.103,14.811,11.048,9.487,7.563,6.191
1993-08-24,18.944,16.202,14.926,11.542,9.797,7.697,6.238
1993-08-25,18.96,16.662,15.758,11.716,10.144,7.822,6.312
1993-08-26,18.95,17.364,16.399,12.666,10.756,7.995,6.509
1993-08-27,19.022,17.884,16.663,11.973,10.767,8.23,6.572
1993-08-28,19.185,18.017,16.971,11.723,10.333,8.349,6.687
1993-08-29,19.145,18.242,17.168,12.64,10.817,8.348,7.071
1993-08-30,18.994,18.369,17.083,12.435,11.241,8.671,7.195
1993-08-31,18.985,18.012,16.934,12.482,11.267,8.927,7.295
1993-09-01,18.885,17.965,17.352,13.135,11.548,8.791,7.624
1993-09-02,18.919,17.916,17.276,13.459,11.865,8.911,7.815
1993-09-03,18.941,17.977,17.506,13.129,11.933,9.229,7.896
1993-09-04,18.84,18.309,17.443,14.059,12.295,9.162,8.143
1993-09-05,18.918,18.368,17.533,14.823,12.693,9.345,8.243
1993-09-06,19.039,18.391,17.561,14.004,12.629,9.596,8.28
1993-09-07,19.153,18.173,17.514,13.917,12.633,9.685,8.318
1993-09-08,19.185,17.8,17.124,14.229,12.816,9.707,8.373
1993-09-09,19.194,17.607,17.106,14.393,13.021,9.717,8.387
1993-09-10,19.157,17.59,17.185,14.522,13.186,9.752,8.409
1993-09-11,18.864,18.206,17.8,15.272,13.668,9.86,8.555
1993-09-12,18.22,18.369,17.401,16.365,14.982,9.936,8.587
1993-09-13,17.677,17.905,17.071,15.186,14.303,9.959,8.551
1993-09-14,17.529,17.652,16.966,15.603,14.594,10.167,8.932
1993-09-15,17.545,17.549,17.007,16.334,15.782,10.303,9.96
1993-09-16,17.523,17.505,17.026,16.452,16.367,10.852,10.412
1993-09-17,17.259,17.311,17.113,15.628,15.583,11.961,10.319
1993-09-18,17.1,17.19,16.935,15.303,14.945,12.05,10.597
1993-09-19,17.072,17.176,16.744,15.41,14.971,11.785,11.045
1993-09-20,16.515,17.185,16.555,15.556,15.193,11.715,11.15
1993-09-21,15.748,16.764,16.252,15.593,15.378,11.536,10.99
1993-09-22,15.468,15.989,15.583,15.34,15.362,11.532,10.74
1993-09-23,15.599,15.938,15.655,14.749,14.703,11.563,10.54
1993-09-24,15.703,16.02,15.635,14.783,14.275,11.584,10.515
1993-09-25,15.476,16.078,15.491,15.01,14.63,11.518,10.463
1993-09-26,15.354,15.731,15.381,14.944,14.753,11.419,10.226
1993-09-27,15.335,15.601,15.346,14.605,14.474,11.393,10.083
1993-09-28,15.524,15.66,15.457,14.806,14.68,11.421,10.444
1993-09-29,15.513,15.558,15.446,15.024,15.113,11.869,10.941
1993-09-30,15.368,15.44,15.406,15.159,15.28,12.156,11.105
1993-10-01,14.967,15.248,15.468,15.174,15.234,12.698,11.346
1993-10-02,14.616,15.066,15.49,15.131,15.2,12.803,11.54
1993-10-03,14.399,14.831,14.768,15.135,15.422,12.575,11.988
1993-10-04,14.15,14.481,14.578,15.064,15.545,12.958,12.459
1993-10-05,13.883,14.153,14.304,14.438,15.559,12.939,12.712
1993-10-06,13.319,13.684,13.897,14.113,15.407,13.113,12.779
1993-10-07,12.792,13.169,13.492,13.864,15.187,12.977,12.64
1993-10-08,12.547,12.891,13.212,13.616,14.901,12.963,12.717
1993-10-09,12.447,12.911,13.134,13.662,14.442,13.006,12.646
1993-10-10,12.313,12.902,13.002,13.752,14.138,13.112,12.685
1993-10-11,11.716,12.198,12.548,13.242,14.131,13.233,12.644
1993-10-12,11.314,11.827,12.263,13.38,14.097,13.105,12.157
1993-10-13,11.223,11.763,12.113,13.534,13.926,12.987,11.866
1993-10-14,10.914,11.373,11.87,13.336,13.722,13.038,11.92
1993-10-15,10.71,11.247,11.738,13.18,13.665,12.816,11.334
1993-10-16,10.727,11.399,11.717,13.18,13.575,12.525,10.832
1993-10-17,10.773,11.401,11.671,13.176,13.463,12.427,10.634
1993-10-18,10.871,11.395,11.65,13.125,13.388,12.5,10.671
1993-10-19,10.771,11.21,11.545,12.86,13.246,12.609,10.732
1993-10-20,10.465,11.037,11.516,12.783,13.26,12.116,10.075
1993-10-21,10.305,11.206,11.59,12.768,13.114,11.634,9.556
1993-10-22,10.312,10.894,11.17,12.715,13.125,11.869,9.898
1993-10-23,10.202,10.578,11.053,12.504,12.816,12.056,10.166
1993-10-24,9.767,10.175,10.859,12.047,12.727,11.669,9.72
1993-10-25,9.591,9.925,10.685,12.004,12.757,11.494,9.718
1993-10-26,9.26,9.773,10.585,11.863,12.608,11.373,9.774
1993-10-27,9.098,9.87,10.444,11.905,12.458,11.194,9.738
1993-10-28,9.016,9.859,10.169,11.82,12.25,11.295,9.924
1993-10-29,8.885,10.05,10.432,11.758,12.193,11.535,10.103
1993-10-30,8.858,9.767,10.092,11.68,12.15,11.422,10.147
1993-10-31,8.944,9.698,10.095,11.648,12.074,11.301,10.225
1993-11-01,8.856,10.033,10.322,11.562,11.884,11.091,10.292
1993-11-02,8.771,10.198,10.424,11.482,11.73,11.109,10.355
1993-11-03,8.438,10.393,10.903,11.387,11.62,11.086,10.365
1993-11-04,8.315,9.83,10.155,11.326,11.674,11.175,10.379
1993-11-05,8.207,9.405,9.575,10.999,11.666,11.304,10.448
1993-11-06,8.275,8.956,9.354,10.865,11.551,11.364,10.515
1993-11-07,8.328,8.828,9.187,10.537,11.14,11.421,10.73
1993-11-08,7.943,8.474,8.979,10.351,10.952,11.403,10.741
1993-11-09,7.575,8.094,8.715,10.232,10.881,11.289,10.733
1993-11-10,7.422,7.988,8.542,10.003,10.714,11.215,10.757
1993-11-11,7.414,8.203,8.649,10.334,10.69,11.065,10.721
1993-11-12,7.234,8.151,8.565,10.592,10.792,11.072,10.703
1993-11-13,6.918,7.559,8.146,10.079,10.381,11.13,10.714
1993-11-14,6.707,7.312,7.982,10.048,10.311,11.001,10.664
1993-11-15,6.782,7.297,7.922,9.662,9.953,10.956,10.662
1993-11-16,6.744,7.436,8.05,9.618,10.189,10.848,10.621
1993-11-17,6.551,7.369,8.244,10.028,10.584,10.843,10.568
1993-11-18,6.517,7.041,7.772,9.751,10.398,10.893,10.566
1993-11-19,6.276,6.914,7.869,9.906,10.497,10.804,10.514
1993-11-20,6.253,6.744,7.411,10.237,10.245,10.692,10.516
1993-11-21,6.079,6.464,7.185,9.477,9.573,10.306,10.522
1993-11-22,5.532,5.92,7.063,8.235,8.6,9.873,10.469
1993-11-23,5.366,5.838,6.963,7.839,8.004,10.178,10.443
1993-11-24,5.19,5.937,6.722,7.986,7.842,10.06,10.366
1993-11-25,4.534,5.192,6.09,7.515,8.253,9.741,10.269
1993-11-26,3.897,4.053,5.506,6.8,8.49,9.579,10.231
1993-11-27,3.572,3.404,5.337,7.123,8.597,9.548,9.966
1993-11-28,3.511,3.654,5.088,8.389,8.845,9.341,9.792
1993-11-29,3.565,3.843,4.788,7.911,8.25,9.104,9.619
1993-11-30,3.502,3.916,4.768,7.456,7.699,8.664,9.338
1993-12-01,3.119,3.703,4.849,7.207,7.486,8.459,9.285
1993-12-02,2.833,3.744,4.907,7.425,7.453,8.531,9.214
1993-12-03,2.817,3.447,4.38,7.259,7.341,8.559,9.164
1993-12-04,2.858,3.514,4.38,6.959,7.193,8.551,9.123
1993-12-05,2.884,3.708,4.313,7.023,7.183,8.474,9.103
1993-12-06,2.862,3.78,4.321,7.054,7.346,8.351,9.057
1993-12-07,2.755,4.138,5.185,7.13,7.744,8.186,8.952
1993-12-08,2.748,4.472,5.497,7.239,7.76,8.171,8.905
1993-12-09,2.789,4.943,5.746,7.208,7.751,8.183,8.882
1993-12-10,2.915,5.371,5.824,7.226,7.801,8.204,8.849
1993-12-11,2.745,4.516,4.812,7.099,7.636,8.192,8.795
1993-12-12,3.199,3.988,3.952,6.582,6.971,8.058,8.408
1993-12-13,3.389,4.286,4.272,6.459,6.832,7.614,7.889
1993-12-14,3.223,4.519,4.992,6.518,7.043,7.412,7.946
1993-12-15,3.236,4.877,5.586,6.663,7.021,7.48,7.975
1993-12-16,3.259,4.99,5.8,6.48,6.915,7.499,8.156
1993-12-17,3.049,3.611,5.629,6.052,6.243,7.338,8.459
1993-12-18,2.882,3.506,5.413,5.89,6.092,7.323,8.477
1993-12-19,2.902,3.922,5.118,6.028,6.219,7.403,8.485
1993-12-20,2.93,3.91,4.582,6.057,6.219,7.366,8.425
1993-12-21,3.013,3.952,4.505,5.877,6.159,7.351,8.361
1993-12-22,3.176,3.887,4.321,5.789,6.039,7.269,8.205
1993-12-23,3.183,3.522,4.145,5.584,5.417,6.445,7.257
1993-12-24,2.62,3.088,3.894,5.124,4.954,6.223,7.352
1993-12-25,2.049,2.668,3.465,4.927,4.83,6.502,7.785
1993-12-26,1.925,2.665,3.309,5.171,4.954,6.497,7.881
1993-12-27,1.186,1.87,2.679,4.335,4.211,5.604,7.612
1993-12-28,0.108,0.673,1.929,3.266,2.339,4.44,7.737
1993-12-29,-0.615,-0.264,1.124,2.602,1.565,5.669,7.931
1993-12-30,-0.856,-0.408,0.73,3.52,2.155,5.79,7.886
1993-12-31,-1.143,-1.035,0.092,3.055,2.381,5.899,7.746
1994-01-01,-1.193,-1.351,-0.067,2.24,1.968,5.829,7.708
1994-01-02,-1.272,-1.23,-0.033,2.047,1.649,5.646,7.623
1994-01-03,-1.386,-1.13,-0.078,1.896,1.425,5.613,7.417
1994-01-04,-1.434,-1.118,-0.204,3.385,2.439,5.167,7.095
1994-01-05,-1.503,-1.03,-0.413,4.274,3.148,4.836,6.694
1994-01-06,-1.586,-1.44,-0.712,3.092,2.438,4.66,6.18
1994-01-07,-1.587,-1.531,-0.335,1.61,0.511,3.611,5.767
1994-01-08,-1.554,-1.438,-0.375,1.323,0.47,3.937,4.365
1994-01-09,-1.576,-1.423,-0.671,1.589,0.451,3.621,3.751
1994-01-10,-1.602,-1.399,-0.606,0.524,-0.855,2.539,3.684
1994-01-11,-1.575,-1.348,-0.792,0.059,-0.974,2.803,3.442
1994-01-12,-1.557,-1.318,-0.92,0.487,-0.746,2.768,3.39
1994-01-13,-1.546,-1.296,-0.885,1.245,-0.154,2.618,3.333
1994-01-14,-1.53,-1.23,-0.961,1.954,0.497,2.639,3.306
1994-01-15,-1.512,-1.171,-0.976,2.136,1.062,2.716,3.284
1994-01-16,-1.514,-1.233,-1.078,1.562,0.703,2.624,3.21
1994-01-17,-1.521,-1.251,-1.219,0.257,-0.276,2.417,3.166
