"Date","Anomaly in Onset of Spring (weeks)"
"1993",-2.818
"1994",0.52
"1995",-0.987
"1996",-1.61
"1997",-3.09
"1998",-1.766
"1999",-0.428
"2000",6.338
"2001",0
"2002",1.987
"2003",-2.649
"2004",-3.285
"2005",-2.649
"2006",-1.558
"2007",-2.597
"2008",-0.493
"2009",-1.987
"2010",4.156
"2011",-1.194
"2012",4.416
"2013",4.507
"2014",-2.129
"2015",-0.61
"2016",2.65
"2017",-0.376
"2018",2.039
"2019",-1.714
"2020",-2.454
"2021",2.728
"2022",5.052
"2023",-0.792
"2024",-1.181
"2025",-1.701
