"Date","Anomaly in Onset of Spring (weeks)"
"1993",-1.006
"1994",-0.935
"1995",-0.292
"1996",-0.506
"1997",-2.22
"1998",0.315
"1999",1.28
"2000",2.601
"2001",0.137
"2002",-0.363
"2003",-1.72
"2004",-1.292
"2005",-0.863
"2006",1.673
"2007",-1.613
"2008",-0.506
"2009",-0.899
"2010",1.423
"2011",0.494
"2012",2.565
"2013",1.458
"2014",0.208
"2015",-2.256
"2016",0.244
"2017",-0.006
"2018",2.244
"2019",-1.22
"2020",-1.149
"2021",1.28
"2022",0.923
"2023",3.315
"2024",1.244
"2025",NA
