"Date","Anomaly in Onset of Spring (weeks)"
"1993",-1.582
"1994",-0.082
"1995",-1.904
"1996",-1.582
"1997",-1.832
"1998",0.275
"1999",0.346
"2000",1.454
"2001",-0.832
"2002",1.811
"2003",-0.439
"2004",-1.118
"2005",-1.118
"2006",0.954
"2007",-1.225
"2008",-0.189
"2009",-0.011
"2010",1.096
"2011",1.132
"2012",3.739
"2013",0.704
"2014",0.632
"2015",-2.225
"2016",1.275
"2017",-0.904
"2018",0.811
"2019",-0.796
"2020",-0.296
"2021",1.025
"2022",0.882
"2023",0.918
"2024",1.525
"2025",NA
