"Date","Anomaly in Onset of Spring (weeks)"
"1993",-2.929
"1994",-2.071
"1995",-1.5
"1996",-0.929
"1997",-1.071
"1998",-0.071
"1999",-0.071
"2000",0.643
"2001",-0.929
"2002",0.214
"2003",-2.071
"2004",-5.214
"2005",-0.786
"2006",2.071
"2007",-1.357
"2008",-0.214
"2009",-0.786
"2010",0.357
"2011",-0.786
"2012",4.643
"2013",-0.786
"2014",-1.071
"2015",-2.5
"2016",3.071
"2017",0.357
"2018",0.643
"2019",-2.071
"2020",5.357
"2021",6.071
"2022",3.786
"2023",1.071
"2024",0.214
"2025",-0.214
